query,argument,stance,snippet
brexit,"I will first begin my addressing the rebuttals made by my opponent to defend my arguments. My opponent started off by accusing me of not understanding opportunity cost. Let me assure him that I have quite a good idea of what opportunity cost means. He then brings in some technical terms with the hopes of confusing us to believe in him. Basically, he brushes off my argument which is the net high costs of remaining in the EU by accusing my data as biased and claiming that the opportunity of free trade justifies the cash. We have to remember that the costs of remaining in the EU have been rising STEADILY these past few years. If it has just been rising the last couple of years, yes, we might still be optimistic. But the truth is we are starting to question how much of a benefit this supposed free trade is when the figures have continuously been rising. When you consider that these costs are almost at par with medical costs in Britain, how long can we trick ourselves into thinking that ""you know, this is all for free trade. All this cost is justified."" And that is why I brought up the countries Norway and Switzerland. These countries are proof that you can stay out of the EU without having to succumb to membership fees. I was not at all implying that Britain should adopt a Nordic model. Of course, as a country with values of its own, they should negotiate a different treaty and a different model that suits them. Finally, I agree that America has no rights to comment on the Brexit. I was in no way implying that we should 'make Britain great again' as per Trump's model. And I never said that we should disallow refugees/migrants. I said that we should be able to draw our own laws up and not follow Brussel's laws, if for nothing else other than to maintain Britain's standing in the eyes of the world as an independent and strong nation. ___________________________________________________________________________________________________________________________ Now I will rebut my opponent's points. My opponent claimed that Britain throughout history has almost had strong ties with Europe and they have prospered. TO this argument, I will say that times have changed. When you look at how Greece, France and Spain's economies are struggling, you start to ask questions of how much longer Britain is expected to help out. My opponent then said Britain must not close its borders. Who said anything about closing borders? We will accept migrants and refugees but we will do so independently without Brussels ordering us what to do. Shutting down borders is totally different from remaining in the EU. I reaffirm that Britain should and must exit from the EU for the benefit of the British people.",PRO,He then brings in some technical terms with the hopes of confusing us to believe in him. ... We will accept migrants and refugees but we will do so independently without Brussels ordering us what to do.
brexit,"Becoming sick in the UK will be a risk No they won't. Here is evidence of the UK exporting goods to other countries. This states that the UK exports 26. 341 million medicinal and pharmaceutical products. Meaning if the United Kingdom ever needed any medical supplies simply export less goods. Source: https://www. Statista. Com/statistics/281807/largest-export-commodities-of-the-united-kingdom-uk/ After Brexit, Germans will no longer be able to get free NHS healthcare using the EU-wide European Health Insurance Card. Do you mean Germans living in the UK? I advise living in the UK permanently and becoming a citizen. This will allow them to maintain their NHS privileges and also be a part of the UK. NHS is not free by the way. It comes out of taxes. I doubt Germans who do work in the UK are not taxed to make up their share. If they do not want to stay permanently I am sure the UK government will allow them to apply for some alternative that offers pretty much the same thing. Instead of EU-Wide European Health Insurance Card it can be UK Insurance Card. I don't think it is too difficult to implement but I may be wrong. If I missed the point you made above do clarify in the next Round. May I remind this only impacts a small amount of people. Why should the majority of people living in the UK should forget about Brexit?",PRO,Becoming sick in the UK will be a risk No they won't. Here is evidence of the UK exporting goods to other countries. This states that the UK exports 26. 341 million medicinal and
brexit,"My opponent seems to be missing the point. I'm not saying one shouldn't use sources. What I'm saying is that when you do use a source, you need to use quotation marks, and reference your source. If you don't, you're guilty of plagiarism. REBUTTAL I'm glad to see my opponent has finally made an original argument. Having said that, I hate you inform him that he went too far the other way. This time he's fallen into a logical fallacy known as a ""bare assertion"" fallacy. [1] This is when someone makes a claim without providing any substantiation. With this in mind, I ask the voters to reject his arguments as the baseless claims that they are. NEGATIVE CASE According to India's Secretary General of Industry, A. Didan Singh, ""We firmly believe that leaving the EU would create considerable uncertainty for Indian businesses engaged with UK and would possibly have an adverse impact on investment and movement of professionals to the UK."" [2] Finally, England leaving the EU could lead to the volatility of the pound. This could lead to increased risk for businesses within India. [3] Sources: 1. https://logfall.wordpress.com... 2. http://m.economictimes.com... 3. Ibid",CON,I'm not saying one shouldn't use sources. ... [3] Sources: 1. https://logfall.wordpress.com... 2. http://m.economictimes.com... 3.
death penalty,"As you can see, my opponent has forfeited his last round. He also has not explained why any kind of death penalty, including the voluntary death penalty proposal I have provided, should be abolished or not exist. In fact, he completely ignored my main case for the debate of a voluntary death penalty. The topic of the debate is not the current death penalty in the United States. The topic is simply 'Death penalty' as you can see at the top of this page. Because my opponent did not specify the kind of death penalty, my opponent, under assumption, is against any kind of death penalty proposal. Yet, my opponent only argued against the current death penalty in the United States. My opponent did not make any case against my proposal of a voluntary death penalty. In fact, my opponent and I are both against the current death penalty in the United States. But my opponent did not specify that the debate revolved around the current death penalty, but any kind of death penalty. And because of this, my arguments are superior to his. Reasons for voting Pro: 1. Cost: A voluntary death penalty would be much cheaper than life in prison or even the current death penalty. My opponent has not denied this. 2. Deterrence of Crime: My opponent basically said that deterrence of crime is not why punishments are made. His argument against a death penalty is weak because basically any other form of punishment would not deter crime either. 3. International Law: My opponent argues that the current death penalty violates international law. However, the debate is not about the current death penalty, it is about any kind of penalty the invokes death. A voluntary death penalty would not only be in compliance with international law, but would give more personal liberty back to convict. My opponent did not deny this fact. 4. Risk of executing innocents: My opponent only gives a weak 10-word rebuttal to my proposal that a voluntary death penalty would make the issue of executing innocents moot. 5. Death sentences are racist and unfair: My opponent does not give any argument against my proposal that a voluntary death penalty would make the issue of racism in death penalties to also become moot. My opponent tries to refrain from the issue at hand and tries to say that the debate is about the current death penalty, which he never specified when I signed up for the debate. 6. My opponent forfeited his last round.",PRO,My opponent did not make any case against my proposal of a voluntary death penalty. ... My opponent forfeited his last round.
death penalty,"This debate will be on the death penalty. I will be arguing against the death penalty being a good thing. My opponent who will be 'pro' will argue in favour of the death penalty. Whoever my opponent will be I would like to wish them good luck and hope for an interesting and fun debate. Here is my reasoning on why the death penalty is a bad thing. One of the strongest reasons I think why the death penalty is a bad idea is the amount of innocent people that it has killed. The justice system is not perfect and many innocent people have been convicted by it, The problem with the death penalty is that there is no way to go back on sentences and fix mistakes when new information about a case is found. There have been a number of people in the US who have been sentenced to death who later have been found out to be innocent. If these people were just sent to prison these mistakes could have been reversed and fixed. Secondly I find the argument that the death penalty will deter crime to be a bad one. I feel that this is very logical. If someone is that messed up in the head to even consider killing someone or doing something equally as bad and inhumane, Do you really think that the prospect of death is going to deter them from doing it? Also, One thing that I've noticed many people who are in favour of the death penalty don't realise is that the death penalty is in fact very expensive. According to the Death Penalty Information Centre, In the US the average costs for a non-death penalty murder case is $1. 1 million ($870, 000 in imprisonment, $250, 000 in trial), While the average costs for a death penalty case are $3 million ($1. 3 million in imprisonment, $1. 7 million in trial). For these reasons and more I strongly believe that the death penalty is a bad thing and should absolutely be repealed in countries that it is implemented in such as the US. https://deathpenaltyinfo. Org/executed-possibly-innocent https://deathpenaltyinfo. Org/costs-death-penalty",CON,"If these people were just sent to prison these mistakes could have been reversed and fixed. ... If someone is that messed up in the head to even consider killing someone or doing something equally as bad and inhumane, Do you"
death penalty,"Though there are people who say that the death penalty is cruel and unusual, there are the facts that the possibility of the death penalty actually does cross most criminals minds before committing a murder. In an article by Michael Kronenwetter, the facts are clear about the death penalty, ""In the early 1970s, the Los Angeles Police Department conducted interviews with 99 criminals who had not carried lethal weapons when they committed their crimes. According to the police, roughly half gave fear of the death penalty as the reason for their decision to reject weapons."" The criminals who decided to not carry lethal weapons when they committed their crimes because of the fear of the death penalty. The threat of a possibility of being sentenced to death for crimes that a person commits proves that the death penalty may be cruel and unusual but very affective. Kronenwetter, Michael. ""death penalty and crime deterrence."" Issues: Understanding Controversy and Society. ABC-CLIO, 2013. Web. 18 Oct.",PRO,The criminals who decided to not carry lethal weapons when they committed their crimes because of the fear of the death penalty. ... The threat of a possibility of being sentenced to death for crimes that a person commits proves
death penalty,"The death penalty is useless. It is morally wrong, inefficient, and observably ineffective in accomplishing several key goals. Historically, there have been five presumably legitimate purposes for punishment: (1) Retribution, (2) Deterrence, (3)Rehabilitation, (4)Incapacitation, and (5)Public Education. [1] For a punishment to be morally permitted, it must justify itself by fulfilling at least one of the aforementioned criteria. The death penalty is justified only under one criterion, and that criterion is not enough by itself to justify any punishment. (1) Retribution The death penalty does provide retribution. It provides retribution at a cost of an additional $90,000 per inmate on death row. [2] Life imprisonment is less costly, and an equally valid form of retribution. Even assuming that retribution is valid, the death penalty is still inefficient compared to life sentencing, an equally valid alternative. Where two processes are proposed to meet the same end, assuming the same result, the more efficient process should be favored. Life imprisonment and the death penalty both remove the freedom of an individual to act. One method is simply more costly and eliminates all of the offender's potential value. Therefore, the death penalty is the worse of two methods of accomplishing the same ends, and must be discredited under a theory of retribution. (2) Deterrence The death penalty does not deter. [3] (3) Rehabilitation The death penalty does not rehabilitate, obviously. (4) Incapacitation The death penalty does incapacitate. Incapacitation, however, is an invalid goal by itself. If incapacitation alone could justify the death penalty, then it would be proper to extend it to every instance of every criminal act ever conducted. After all, the argument goes, they wouldn't reoffend. Similarly, most people who argue for prison reform are concerned for rising costs. Life imprisonment is just as valid a form of incapacitation. It is also less costly. If incapacitation is the goal, then life imprisonment is still the better alternative. (5) Public Education If the death penalty does educate the public, it doesn't do it in the way it aims to. [4] [5] By increasing the incidence of homicide, the death penalty clearly could not accomplish its ends under this criterion. Conclusion The death penalty is therefore not justified. If the death penalty is not justified, it is the unjustified taking of another's life. The unjustified taking of another's life is murder. Murder is morally wrong. Therefore, the death penalty is morally wrong. The death penalty is therefore inefficient, ineffective and morally wrong. It should be discarded. Sources [1] http://www.wcl.american.edu... [2] http://www.deathpenaltyinfo.org... [3] http://www.deathpenaltyinfo.org... [4] http://www.deathpenaltyinfo.org... [5] http://www.prisonactivist.org...",CON,Life imprisonment and the death penalty both remove the freedom of an individual to act. ... Sources [1] http://www.wcl.american.edu... [2] http://www.deathpenaltyinfo.org... [3] http://www.deathpenaltyinfo.org... [4]
death penalty,"First of all I would like to make my ""map points"" as to why I am oppose to the death penalty. 1. The cost One my argue by logic that the cost is much higher for life imprisonment because you would have to feed him everyday etc.... for the rest of their lives right. # A 2003 legislative audit in Kansas found that the estimated cost of a death penalty case was 70% more than the cost of a comparable non-death penalty case. Death penalty case costs were counted through to execution (median cost $1.26 million). Non-death penalty case costs were counted through to the end of incarceration (median cost $740,000). (December 2003 Survey by the Kansas Legislative Post Audit) # In Tennessee, death penalty trials cost an average of 48% more than the average cost of trials in which prosecutors seek life imprisonment. (2004 Report from Tennessee Comptroller of the Treasury Office of Research) # In Maryland death penalty cases cost 3 times more than non-death penalty cases, or $3 million for a single case. (Urban Institute, The Cost of the Death Penalty in Maryland, March 2008) # In California the current system costs $137 million per year; it would cost $11.5 million for a system without the death penalty. Innocence I will start off with a quote from Governor George Ryan of Illinois ""I cannot support a system which, in its administration, has proven so fraught with error and has come so close to the ultimate nightmare, the state's taking of innocent life... Until I can be sure that everyone sentenced to death in Illinois is truly guilty, until I can be sure with moral certainty that no innocent man or woman is facing a lethal injection, no one will meet that fate."" Since 1973, 130 people have been released from death rows throughout the country due to evidence of their wrongful convictions. In 2003 alone, 10 wrongfully convicted defendants were released from death row. 3. Death Penalty does not help anything There are no proven records that say that states that have the death penalty have lower crimes rates of any sort. People do not think right before they shot a guy in the face. ""Oh wait, this state has the death penalty"". Actually, states that do not have the death penalty have lower crime rates http://www.deathpenaltyinfo.org... 4. Would you agree that spending 23 hours in the day for the rest of your life in a 6 ft"" by 6 ft"" box thinking about what you have done, letting the misery eat you away for the rest of your life is worse then dyeing 5. And shouldn't the state be considered a murderer for killing someone as well",CON,The cost One my argue by logic that the cost is much higher for life imprisonment because you would have to feed him everyday etc.... for the rest of their lives right. ... Would you agree that spending 23 hours in the day for the
death penalty,"Opening Arguments : The system of law and order is all about justice but where do draw the line to were we become the very evil we wish to destroy. Murder is murder and capital punishment is just that murder, simple to just kill killers but what does that make you? It makes you a killer but with public opinion on your side and a notion of justice which isn't the case. Why is it that America holds a sanctity for life, and yet kill people for killing people how does that make sense its hypocritical. Case: 1. The death penalty can and has killed innocent people, the government has killed innocents making it murder. Under the death penalty rules technically all the people in the cases with innocent people killed should themselves be put on trial and killed. However it doesn't work that way, the accused is the only one getting blamed for a crime and if innocent but proven guilty will get the death penalty but then proven innocent after the sentence has already been carried out the government just goes oops sorry. 2. Death penalty cost more than life in prison without parole. Evidence : Dudley Sharp, Death Penalty Resources Director of Justice For All (JFA), in an Oct. 1, 1997 Justice for All presentation titled ""Death Penalty and Sentencing Information,"" wrote: ""Many opponents present, as fact, that the cost of the death penalty is so expensive (at least $2 million per case?), that we must choose life without parole ('LWOP') at a cost of $1 million for 50 years. Predictably, these pronouncements may be entirely false. JFA estimates that LWOP cases will cost $1.2 million - $3.6 million more than equivalent death penalty cases. There is no question that the up front costs of the death penalty are significantly higher than for equivalent LWOP cases. There also appears to be no question that, over time, equivalent LWOP cases are much more expensive... than death penalty cases. Opponents ludicrously claim that the death penalty costs, over time, 3-10 times more than LWOP."" I await response...",CON,"Opening Arguments : The system of law and order is all about justice but where do draw the line to were we become the very evil we wish to destroy.  ... However it doesn't work that way, the accused is the only one getting blamed"
death penalty,"The federal study of the costs of the death penalty throughout the past 25 years, have all concluded that the cost of the death penalty is amounts to a net expense to the state and the taxpayers. The Death penalty is so much more expensive than a system of handling similar cases with a lesser punishment. These factors combine a list of the cost of the death penalty. The list consists of pre-trial time, there are more experts needed, there is much more attorneys that must be included, there should be two trials instead of one. The death penalty should be abolished.",CON,"The Death penalty is so much more expensive than a system of handling similar cases with a lesser punishment. ... The list consists of pre-trial time, there are more experts needed, there is much more attorneys that must be"
death penalty,"The death penalty may give more closure to the family who have lost someone due to a murder... However, it is not going to bring back their loved one. A life sentence is much better then the death penalty, because the death penalty is allowing the States to have control over the life of someone. Retribution is in fact revenge, the simple fact of sentencing someone to the death penalty is revenge for their supposed crime. The State is never 100% sure if that was the person who committed the crime unless it was caught on video surveillance, even so, the death penalty is not going to stop others outside the court to continue their crimes.",CON,"A life sentence is much better then the death penalty, because the death penalty is allowing the States to have control over the life of someone. ... The State is never 100% sure if that was the person who committed the crime"
death penalty,"Rebuttal 1: Why not just do it with a firing squad? Let them donate the guns and ammunition to kill them. Let the family or concerned citizens execute them or you can just hang them or use the electric chair. All of these are cost efficient ways of executing the death penalty. My opponent may also state that the trial will take longer, but the trial is going to cost money anyways. Death penalty or no death penalty. We can shorten the trials. My opponent also needs to take into account how much money it takes to feed someone for life. Rebuttal 2: These are just taken by citizens who have not witnessed the death penalty and don't know the effect of the death penalty. You also fail to understand the variety of states. States have different Almost all of these non-death penalty states, are generally small states. You also have to take into account gun control and general crime in the area. Seriously who ever heard a serious news story coming from Alaska? Then you have Texas, Louisiana and Alabama, all who are against gun control. Here are the crimes committed in Texas. (1) with the crimes committed in Minnesota, (2) you will see that Minnesota have generally less crime, whether it be assault, or property, than Texas. You also give a compare country to country. You fail to take into account the general crime and culture of the area there! Rebuttal 3: You have one case where the U.S got it wrong. The burning of the DNA test could've just been an error. That is not a problem with the death penalty. it is a problem with the jobs the cops do on the trail, and can easily be fixed. Rebuttal 4: Well, I have to give him this statement because a lot has changed.... Nope! Murder was still murder back then, as it is now. For a source, read in a 6th grade history book. Rebuttal 5: MY OPPONENT HAS ADDMITED THAT THE DEATH PENALTY DETURED CRIME. In states with more murders, the death penalty has helped lower like Texas, Louisiana, and Alabama. These are where many murders happen, and they have started to go down. So, a main chunk of that is the states with the death penalty. Then I ask you this, why do criminals, when they go to court, ask for life and not death. People commit stupid things because YOLO. People commit suicide because they are depressed. people join the military to get out of trouble, for structure, and pride in our nation. Ladies And Gentleman, I have proved that: Murders do go down as executions rise Death Penalty is cost-efficient Removing the death penalty will have negative effects The death penalty is morally justified Thank you 1. http://www.disastercenter.com... 2. http://www.disastercenter.com...",PRO,"States have different Almost all of these non-death penalty states, are generally small states. ... Ladies And Gentleman, I have proved that: Murders do go down as executions rise Death Penalty is cost-efficient Removing the death"
death penalty,"There are many reasons why the death penalty is a much easier, cheaper, and overall, smarter way to deal with those criminals who, as an undisputed fact, need something harsher than a simple decade or two in jail. 1) First, the death penalty, contrary to the believe of some, is actually a relatively humane way to carry out an execution. We can all agree that the death penalty (like a lethal shot) is much more humane than a public hanging, or even a private hanging for that matter. 2) Also, the death penalty is a much less costly way to deal with criminals than a life sentence. A life sentence costs on average $1.5 mil while the death penalty costs $90000 per person. So, the death penalty is 17 times cheaper than a life sentence.",PRO,"There are many reasons why the death penalty is a much easier, cheaper, and overall, smarter way to deal with those criminals who, as an undisputed fact, need something harsher than a simple decade or two in jail.  ... 1) First,"
death penalty,First i will show you the outline of my case as to say that it is to prove in the hands of the government the death penalty can and has been used wrongly. 1. Establish that the death penalty has been used to convict innocent people and prove how it is given to people who have lesser offenses than murder. 2. That the there is not possible way to prevent a repeating offender till they actually repeat the offence. my burden of proof is to show the death penalty is used not only for the offences my opponent claims is justifiable and to show innocents can and has been convicted with the death penalty as well as prove that the death penalty is hypocritical to the laws of the state.,CON,First i will show you the outline of my case as to say that it is to prove in the hands of the government the death penalty can and has been used wrongly.  ... my burden of proof is to show the death penalty is used not only for
death penalty,"There are many reasonable arguments against the death penalty. However, we are dealing with a life and death issue. When dealing with an issue of this magnitude I believe there should be great consequences. Statistics reveal that the death penalty is very costly. I think that when an issue regards human life all costs must be put aside. The actions that lead to the death penalty further justify the reason to put the aside the price. As a nation, the United States has a priority to stand by people and their rights. A nation that solely focuses on cost is a nation that does not have its priorities in line. Being a nation of the people, I think we must stand beside the victims and protect their violated rights. The 15th amendment states that ""no person shall be deprived of life, liberty, or property, without due process of law"" (US Constitution). Simply, without the due process of law a person can not be deprived of their natural rights. This amendment stands alongside the victims. If a criminal is willing to interfere, break the law and deprive a person of their rights, I believe they should be punished to the maximum extent. If murderers do not value the rights of others, they should not be allowed to have those rights for themselves. Along with serving justice, the death penalty focuses on reasonable retribution. In order to be in consideration to earn the death penalty, a person must go to great measures to break laws. In the state of Texas to get the death penalty you must have committed a murder of a public officer, multiple persons, a person under 16 years of age and during a felony. Committing a murder in the first degree in Florida makes a person eligible for the penalty (Death Penalty Information Center). What it takes to be deserving of the punishment are the most ruthless and gruesome of crimes. The death penalty takes the lives of inhuman killers and law breakers. Not your everyday shoplifters and car thieves are prosecuted to receive the death penalty. Only the most extreme of criminals are eligible for the punishment. I believe that an extreme law breaker should be punished in an extreme manner. Jails and prisons are for people to be rehabilitated. Death is for those who commit the few and most dangerous of laws.",PRO,"The 15th amendment states that ""no person shall be deprived of life, liberty, or property, without due process of law"" (US Constitution). ... If a criminal is willing to interfere, break the law and deprive a person of their"
death penalty,"The idea that the death penalty is unjustified on lower crimes is not the topic of today's debate. The parameters set was the death penalty, which means that any strain of the death penalty can be defended. In this instance, murder/rape only is a reasonable standard to weigh the death penalty on. The claim made that someone was killed for being alone in a mall can be assumed to be either misinterpreted or false. Since my opponent does not mention a case, and since being alone in a mall is not a crime, that was obviously not the reason for the charge. My opponent also claims the death penalty increases the crime rate and cites the discovery channel. However, actual studies in the US, which due to their accuracy on US politics ought to be preferred, show that the death penalty is a DETERRENT for crime. (Ex:http://abc7news.com...) This is extremely important as it shows that the death penalty is not a way to seek revenge by the state, as stated by my opponent, but rather way to save net lives. I addressed this point in my last speech, but my opponent did not address it which means that it is still relevant in today's round. My opponent looks at conversion as the only evidence to claim that crime is reduced in nations without the death penalty. Yet, they offer no conversion rates or evidence for this beyond their own words. Donald Calloway would not have received the death penalty anyways because his crime was drugs as a minor, not punishable by death. Unless my opponent means to imply that drug offenders are given the death penalty, which is false, his story is not relevant to the conversation. My opponent did not attack my arguments which means that they flow through the round, or in other words Round 1 and all that evidence has not been refuted.",PRO,"The claim made that someone was killed for being alone in a mall can be assumed to be either misinterpreted or false. ... I addressed this point in my last speech, but my opponent did not address it which means that it is still"
death penalty,"The death penalty has a purpose. People who have killed many and even thousands cant be sentence to death? Death penalty should exist because when someone commits a crime that's so violent the end result can cause hundreds to die. If there is no death penalty then the maniac will still kill more people. Death penalty is used to get rid of bad people so bad that hundreds die. If you think the Death penalty is bad because it kills people you must not know what the purpose of it is. The death penalty is a way to put fear into the criminal and to put fear into others. Crime has decreased and the death penalty still lives. Several tests have shown that the death penalty is an effective deterrent of future crimes. Do people who commit heinous crimes, such as the bombers, really have human rights. To say that we are lowering ourselves to that level is wrong. Killing over 200 innocent lives. We have to look as well at the possibilities of these criminals committing crimes again. In Australia murder, on average, is imprisonment for 12 years. This means many murders are set free, able to commit further crimes. Benefits of death penalty - decreases jail over population - puts fear into other criminals and shows a purpose - It avenges innocent lives - It decreases crime. Without the death penalty -Over population of crime in jail - More criminals roam around - citizen would be feared. Probably could cause strikes on government, - Crime rate goes up It is on to you now",PRO,Death penalty should exist because when someone commits a crime that's so violent the end result can cause hundreds to die. ... If you think the Death penalty is bad because it kills people you must not know what the purpose of it
death penalty,"My opponent speaks no form of fact or statistic but morally on his/her opinion. I could sit here and talk about how I think the death penalty is good. But i'm not using facts or sources. If you need a reason on why the death penalty is a good idea; here are a few. One small but important reason on why the death penalty is a good idea is that it decreases the prisoner population, which saves even more tax payers money. Another reason why the death penalty is a good idea, Once a criminal is executed, he cannot kill again. The case for this would be Kenneth Allen McDuff who was on Death Row when the death penalty was declared unconstitutional in the 1970's. His sentence was commuted to life and he was eventually released on parole and killed again. He has since been executed My final reason for this round is that the death penalty is actually a very good deterrence. If you look at this link: http://www.prodeathpenalty.com... You see a chart. The chart is documenting the number of yearly homicide rate per 100,000 population. The chart also documents the years 1950-2002. Lastly, the chart documents the yearly number of executions. The death penalty is actually considered a deterrent. My mistake.",PRO,The case for this would be Kenneth Allen McDuff who was on Death Row when the death penalty was declared unconstitutional in the 1970's. ... My mistake.
death penalty,"The death penalty should be Illegal. The death penalty is wrong and immoral. According to ""Against the Death Penalty"" there are many different factors that play tribute to why the death penalty should be illegal. Firstly, a life sentence would save time and money as opposed to the death penalty. Secondly, many people believe the death penalty is used as a deterrent, as in we have to make crime rates go down. The truth is, crime rates have not gone down. The United States has a higher crime rate than many other countries. Nothing bad can come from sending someone to life in prison. It keeps crime off the streets and it is a lot more moral than the death penalty. We live in a country where killing is wrong, yet we kill people on death row. It is almost as if we are hypocrites. We do not live in a country where we live by an eye for an eye. We live in a country where we have the right to life, and that should not be taken away from us, no matter what the circumstance.",CON,"Firstly, a life sentence would save time and money as opposed to the death penalty. ... Nothing bad can come from sending someone to life in prison."
death penalty,"The death penalty should be Illegal. The death penalty is wrong and immoral. According to ""Against the Death Penalty"" there are many different factors that play tribute to why the death penalty should be illegal. Firstly, a life sentence would save time and money as opposed to the death penalty. Secondly, many people believe the death penalty is used as a deterrent, as in we have to make crime rates go down. The truth is, crime rates have not gone down. The United States has a higher crime rate than many other countries. Nothing bad can come from sending someone to life in prison. It keeps crime off the streets and it is a lot more moral than the death penalty. We live in a country where killing is wrong, yet we kill people on death row. It is almost as if we are hypocrites. We do not live in a country where we live by an eye for an eye. We live in a country where we have the right to life, and that should not be taken away from us, no matter what the circumstance.",CON,"Firstly, a life sentence would save time and money as opposed to the death penalty. ... Nothing bad can come from sending someone to life in prison."
death penalty,"Since I have nothing to refute, I will address my opponent's first argument. I would like to note that it seems like my opponent simply added some ""smart"" sounding words to buff up her argument. ""The death penalty honors human dignity by treating the defendant as a free moral actor able to control his own destiny for good or for ill"" I do not see how killing someone allows the defendant to control his own destiny. ""But communities would plunge into anarchy if they could not act on moral assumptions less certain than that the sun will rise in the east and set in the west."" I agree, but this argument does virtually nothing to support the death penalty. My opponent has, in reality, done almost nothing to support the death penalty. I have no more to say, so I will sum up my arguments: 1. Death penalty is very expensive 2. Death penalty is unnecessary 3. Death penalty can be regarded as mercy, putting the guilty ""out of their misery"" instead of making them sit in jail 4. Death penalty goes against many religions 5. Death penalty does not ""scare"" criminals out of doing bad things 6. Death penalty is used randomly. It depends on the court, not the offense or crime that was committed 7. Innocents have been executed wrongly 8. There are no benefits to death penalty and my opponent has failed to convince me otherwise by providing very vague arguments Thank you for the debate.",CON,"I would like to note that it seems like my opponent simply added some ""smart"" sounding words to buff up her argument. ... ""But communities would plunge into anarchy if they could not act on moral assumptions less certain than that"
death penalty,"For the most part, these are correct, although there are some grey areas, but do not concern yourself with that. One mistake i made is that in some cases the death penalty is not COMPLETELY painless, but i was wanting to make the point that in most cases, it's less painful than a lot of deaths. ""The death penalty is a misuse and waste of taxpayer dollars"". So you are saying that sentencing someone to the death penalty uses to many tax payers dollars, so keeping them in prisons and feeding them three meals a day along with airconditioning and electricity saves money? How many families struggle to feed their families and keep the lights on, while criminals sit here in prisons for 30 years and have everything some families struggle for, for free, and thats fair? And that doesn't waste money? If a person is sentenced to life in prison at age 37, at age 77, on average, it will cost a state more than $4 million dollars. (http://www.phoenix.edu...) I would like an explanation on how the death penalty costs more. ""Innocent people are too often executed"". Please show me cases where people are wrongly executed in the last 20 years or so. The death penalty is not used nearly as much, so i would like some elabortation. ""The death penalty is applied in an unfair manner"". I must have elabortation on this also. Another point i must make, the death penalty is a source of intimidation. If someone kwows the death penalty is strictly enforced, more than likely that person will think twice about committing the crime. Its common sense, if someone knows there are consequences, if a person understands that their life will be taken if they take someone else's life, less crimes will be committed. Now the death penalty is used more and more lightly and criminals know that more than likely nothing too terribly harmful will happen if they were to commit crimes. The justice system is becoming more and more relax and the death penalty is one example. My Dad is a police officer and even he states that the justice department is not punishing criminals the way criminals should be punished.",PRO,(http://www.phoenix.edu...) I would like an explanation on how the death penalty costs more. ... My Dad is a police officer and even he states that the justice department is not punishing criminals the way criminals should be
death penalty,"Ahhh, the death penalty. The government taking someone's life because they took someone else's life. What obvious hypocrisy. I disagree with the death penalty because it is immoral. First, the death penalty implies that a jury of twelve people is qualified to take life into their own hands. Does this mean that mob execution should also be made legal? Second, the death penalty becomes intolerable the very moment that someone is wrongly convicted. Death is, if anything, permanent. If someone is wrongly convicted and sent to life in prison its horrible, but if someone is wrongly convicted and sentenced to death, then an innocent person is MURDERED. How can this be moral?",CON,"The government taking someone's life because they took someone else's life. ... If someone is wrongly convicted and sent to life in prison its horrible, but if someone is wrongly convicted and sentenced to death, then an innocent"
google,"Google makes our lives better to take away our freedom. Google is releasing Google classroom and cars. If everyone uses google classroom every document would be on the internet and paper would be like extinct. When they have all the education they will have the ability to change it. Google car, Google classroom, Google fiber, etc. When everything becomes google, they can simply control us. A guy said (i don't remember his name) ""if google buys Walmart, they can take over the world."" They would access to our food and what we buy and what we are interested. Isn't that scary? Google wants us to think like Google and that how they will take over the world.A279;",PRO,"If everyone uses google classroom every document would be on the internet and paper would be like extinct. ... A guy said (i don't remember his name) ""if google buys Walmart, they can take over the world."""
google,"Google is a search engine, it is the biggest and one of the first to be made. Google is a more popular tool that can help you find what you want quicker and easier. Bing is advertised to be a faster, more efficient way to find things. This is wrong. Bing is a resource where you find even more cites that have less to do with your search. Bing is a less popular, less used form of copied Google. They just made a website called something different but is practically the same thing. Bing is just another copy cat trying to be as big as Google and it will not happen. Google has many more forms of refined searches, they have 46 different topics to utilise on their website. Such as; Google translate, Google maps and many many more (http://www.google.com...). Bing on the other hand only has 23 different refined searches. Such as; TV and social (Google has these as well)(http://www.bing.com...). Google is connected to to more, popular websites like; youtube.com and an Ereader. Bing does not have any of these things. Also Google has different types of the Google website. They have advanced their website more and more. They have made a Google chrome recently and a Google+. Bing does not have any upgrades. sources: http://www.bing.com... http://www.google.com... your turn...",PRO,They just made a website called something different but is practically the same thing. ... Such as; TV and social (Google has these as well)(http://www.bing.com...).
